Source / Medium,Browser,Operating System,Operating System Version,Device Category,Service Provider,Screen Resolution,Day of the month,Hour,Unique Events
google / organic,Chrome,Android,4.4.2004,mobile,telefonica movil de chile s.a.,320x534,19,10,1
google / organic,Chrome,Android,5.1.2001,mobile,centennial cayman corp chile s.a,320x534,18,13,2
google / organic,Chrome,Android,5.1.2001,mobile,claro chile s.a.,320x534,21,22,1
google / organic,Chrome,Android,5.1.2001,mobile,entel pcs telecomunicaciones s.a.,360x640,17,20,1
google / organic,Chrome,Android,5.1.2001,mobile,telef nica chile s.a.,320x534,21,13,1
google / organic,Chrome,Android,5.1.2001,mobile,vtr banda ancha s.a.,360x640,21,20,1
google / organic,Chrome,Android,6.0,mobile,conect s.a,360x640,16,21,1
google / organic,Chrome,Android,6.0,mobile,vtr banda ancha s.a.,360x640,16,14,1
google / organic,Chrome,Android,6.0.1,mobile,claro chile s.a.,360x640,17,15,1
google / organic,Chrome,Android,6.0.1,mobile,entel pcs telecomunicaciones s.a.,360x640,18,20,1
google / organic,Chrome,Android,6.0.1,mobile,vtr banda ancha s.a.,360x640,20,14,1
google / organic,Chrome,Android,7.0,mobile,amx argentina s.a.,360x640,18,7,1
google / organic,Chrome,Android,7.0,mobile,centennial cayman corp chile s.a,360x640,15,9,1
google / organic,Chrome,Android,7.0,mobile,centennial cayman corp chile s.a,360x640,17,21,1
google / organic,Chrome,Android,7.0,mobile,centennial cayman corp chile s.a,360x640,19,17,1
google / organic,Chrome,Android,7.0,mobile,entel pcs telecomunicaciones s.a.,360x640,21,19,1
google / organic,Chrome,Android,7.0,mobile,entel pcs telecomunicaciones s.a.,360x720,20,0,1
google / organic,Chrome,Android,7.0,mobile,entel pcs telecomunicaciones s.a.,432x768,18,13,1
google / organic,Chrome,Android,7.0,mobile,pacifico cable spa.,320x570,19,21,1
google / organic,Chrome,Android,7.0,mobile,pacifico cable spa.,360x640,15,11,1
google / organic,Chrome,Android,7.0,mobile,telefonica movil de chile s.a.,360x640,18,17,1
google / organic,Chrome,Android,7.0,mobile,telefonica movil de chile s.a.,360x640,19,12,1
google / organic,Chrome,Android,7.0,mobile,telefonica movil de chile s.a.,360x640,20,17,1
google / organic,Chrome,Android,7.0,mobile,telmex servicios empresariales s.a.,360x640,17,16,1
google / organic,Chrome,Android,7.0,mobile,telmex servicios empresariales s.a.,360x640,17,17,0
google / organic,Chrome,Android,7.0,mobile,telmex servicios empresariales s.a.,360x640,17,23,1
google / organic,Chrome,Android,7.0,mobile,telmex servicios empresariales s.a.,360x640,18,10,1
google / organic,Chrome,Android,7.0,mobile,vtr banda ancha s.a.,360x640,20,22,1
google / organic,Chrome,Android,7.0,tablet,vtr banda ancha s.a.,768x1024,20,18,1
google / organic,Chrome,Android,7.1.2001,mobile,ripe ncc,360x640,17,13,1
google / organic,Chrome,Android,7.1.2001,mobile,telef nica chile s.a.,360x640,17,0,1
google / organic,Chrome,Android,7.1.2001,mobile,telef nica chile s.a.,360x640,20,21,1
google / organic,Chrome,Android,7.1.2001,mobile,vtr banda ancha s.a.,360x640,21,22,1
google / organic,Chrome,Android,7.1.2001,tablet,vtr banda ancha s.a.,768x1024,20,13,1
google / organic,Chrome,Android,8.0.0,mobile,centennial cayman corp chile s.a,360x720,17,7,1
google / organic,Chrome,Android,8.0.0,mobile,claro chile s.a.,360x720,16,22,1
google / organic,Chrome,Android,8.0.0,mobile,claro chile s.a.,360x740,16,18,1
google / organic,Chrome,Android,8.0.0,mobile,entel chile s.a.,360x720,17,13,1
google / organic,Chrome,Android,8.0.0,mobile,entel pcs telecomunicaciones s.a.,360x640,21,8,1
google / organic,Chrome,Android,8.0.0,mobile,entel pcs telecomunicaciones s.a.,360x740,17,22,1
google / organic,Chrome,Android,8.0.0,mobile,entel pcs telecomunicaciones s.a.,412x732,19,14,1
google / organic,Chrome,Android,8.0.0,mobile,pacifico cable spa.,360x720,19,23,1
google / organic,Chrome,Android,8.0.0,mobile,telef nica chile s.a.,360x640,17,20,1
google / organic,Chrome,Android,8.0.0,mobile,telef nica chile s.a.,360x640,18,10,1
google / organic,Chrome,Android,8.0.0,mobile,telef nica chile s.a.,360x720,17,20,1
google / organic,Chrome,Android,8.0.0,mobile,telef nica chile s.a.,360x720,21,8,1
google / organic,Chrome,Android,8.0.0,mobile,telefonica del sur s.a.,360x760,18,22,1
google / organic,Chrome,Android,8.0.0,mobile,telefonica movil de chile s.a.,360x640,17,20,1
google / organic,Chrome,Android,8.0.0,mobile,telefonica movil de chile s.a.,360x640,18,9,1
google / organic,Chrome,Android,8.0.0,mobile,telefonica movil de chile s.a.,360x640,19,19,1
google / organic,Chrome,Android,8.0.0,mobile,telefonica movil de chile s.a.,360x740,20,8,1
google / organic,Chrome,Android,8.0.0,mobile,telefonica movil de chile s.a.,412x846,18,16,1
google / organic,Chrome,Android,8.0.0,mobile,telefonica movil de chile s.a.,412x846,18,18,1
google / organic,Chrome,Android,8.0.0,mobile,telefonica movil de chile s.a.,412x846,19,1,1
google / organic,Chrome,Android,8.0.0,mobile,telmex servicios empresariales s.a.,360x720,21,16,1
google / organic,Chrome,Android,8.0.0,mobile,vtr banda ancha s.a.,360x640,21,22,1
google / organic,Chrome,Android,8.0.0,mobile,vtr banda ancha s.a.,360x720,15,23,1
google / organic,Chrome,Android,8.0.0,mobile,vtr banda ancha s.a.,360x720,20,22,1
google / organic,Chrome,Android,8.0.0,mobile,vtr banda ancha s.a.,360x740,17,22,1
google / organic,Chrome,Android,8.0.0,mobile,vtr banda ancha s.a.,424x848,17,17,1
google / organic,Chrome,Android,8.1.2000,mobile,vtr banda ancha s.a.,360x640,16,18,1
google / organic,Chrome,Android,8.1.2000,mobile,vtr banda ancha s.a.,393x786,15,1,1
google / organic,Chrome,iOS,11.1.2002,mobile,claro chile s.a.,320x568,17,23,1
google / organic,Chrome,iOS,12.0,mobile,vtr banda ancha s.a.,375x812,17,9,1
google / organic,Chrome,Macintosh,Intel 10.12,desktop,c a. de seguros generales suramericana s.a.,1280x800,18,16,1
google / organic,Chrome,Macintosh,Intel 10.13,desktop,centennial cayman corp chile s.a,1440x900,19,10,1
google / organic,Chrome,Macintosh,Intel 10.13,desktop,centennial cayman corp chile s.a,1440x900,19,17,1
google / organic,Chrome,Macintosh,Intel 10.13,desktop,telmex servicios empresariales s.a.,1600x900,17,20,1
google / organic,Chrome,Macintosh,Intel 10.13,desktop,vtr banda ancha s.a.,1440x900,21,10,1
google / organic,Chrome,Macintosh,Intel 10.14,desktop,entel chile s.a.,1680x1050,17,13,1
google / organic,Chrome,Macintosh,Intel 10.14,desktop,gtd internet s.a.,1366x768,19,15,1
google / organic,Chrome,Windows,10,desktop,adonis cabrera frias,1366x768,19,8,1
google / organic,Chrome,Windows,10,desktop,centennial cayman corp chile s.a,1366x768,16,13,1
google / organic,Chrome,Windows,10,desktop,centennial cayman corp chile s.a,1536x864,18,21,1
google / organic,Chrome,Windows,10,desktop,centennial cayman corp chile s.a,1920x1080,21,13,1
google / organic,Chrome,Windows,10,desktop,cl-teemsr-lacnic,1366x768,19,14,1
google / organic,Chrome,Windows,10,desktop,entel chile s.a.,1366x768,16,11,1
google / organic,Chrome,Windows,10,desktop,entel chile s.a.,1366x768,18,11,1
google / organic,Chrome,Windows,10,desktop,entel chile s.a.,1366x768,19,13,1
google / organic,Chrome,Windows,10,desktop,entel chile s.a.,1536x864,18,10,1
google / organic,Chrome,Windows,10,desktop,entel chile s.a.,1600x900,16,6,1
google / organic,Chrome,Windows,10,desktop,entel chile s.a.,1920x1080,17,12,1
google / organic,Chrome,Windows,10,desktop,entel chile s.a.,1920x1080,17,13,0
google / organic,Chrome,Windows,10,desktop,entel chile s.a.,1920x1080,17,15,1
google / organic,Chrome,Windows,10,desktop,entel pcs telecomunicaciones s.a.,1366x768,18,17,1
google / organic,Chrome,Windows,10,desktop,entel pcs telecomunicaciones s.a.,1366x768,19,12,1
google / organic,Chrome,Windows,10,desktop,manquehuenet,1920x1080,17,9,1
google / organic,Chrome,Windows,10,desktop,ministerio del interior y de seguridad publica - gobierno de chi,1920x1080,16,7,1
google / organic,Chrome,Windows,10,desktop,ministerio del interior y de seguridad publica - gobierno de chi,1920x1080,16,8,0
google / organic,Chrome,Windows,10,desktop,pfizer inc.,2560x1080,18,9,1
google / organic,Chrome,Windows,10,desktop,telef nica chile s.a.,1366x768,17,10,1
google / organic,Chrome,Windows,10,desktop,telef nica chile s.a.,1366x768,18,19,1
google / organic,Chrome,Windows,10,desktop,telef nica chile s.a.,1366x768,21,22,1
google / organic,Chrome,Windows,10,desktop,telef nica chile s.a.,1920x1080,18,21,1
google / organic,Chrome,Windows,10,desktop,telefonica del sur s.a.,1366x768,17,19,1
google / organic,Chrome,Windows,10,desktop,telefonica movil de chile s.a.,1366x768,18,15,1
google / organic,Chrome,Windows,10,desktop,telefonica movil de chile s.a.,1366x768,20,12,1
google / organic,Chrome,Windows,10,desktop,telefonica movil de chile s.a.,1366x768,20,20,1
google / organic,Chrome,Windows,10,desktop,telefonica movil de chile s.a.,1366x768,21,14,1
google / organic,Chrome,Windows,10,desktop,telefonica movil de chile s.a.,1536x864,16,21,1
google / organic,Chrome,Windows,10,desktop,telmex chile internet s.a.,1280x720,18,12,1
google / organic,Chrome,Windows,10,desktop,telmex chile internet s.a.,1366x768,17,18,1
google / organic,Chrome,Windows,10,desktop,telmex chile s.a hfc,1366x768,20,23,1
google / organic,Chrome,Windows,10,desktop,telmex chile s.a hfc,1366x768,21,21,1
google / organic,Chrome,Windows,10,desktop,telmex servicios empresariales s.a.,1366x768,17,17,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1280x720,16,17,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1280x720,18,9,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1366x768,15,20,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1366x768,17,22,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1366x768,18,12,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1366x768,18,17,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1366x768,18,19,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1366x768,18,20,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1366x768,19,16,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1536x864,18,18,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1600x900,19,20,1
google / organic,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1920x1080,18,22,1
google / organic,Chrome,Windows,7,desktop,administradora de servicios y sistemas automatizados falabella l,1366x768,18,16,1
google / organic,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,17,15,1
google / organic,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,18,15,1
google / organic,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1920x1080,19,19,1
google / organic,Chrome,Windows,7,desktop,claro chile s.a.,1280x960,19,21,1
google / organic,Chrome,Windows,7,desktop,comercial maquinet ltda,1280x720,18,16,1
google / organic,Chrome,Windows,7,desktop,corporacion banco de chile,1280x1024,17,9,1
google / organic,Chrome,Windows,7,desktop,corporacion banco de chile,1280x1024,18,10,1
google / organic,Chrome,Windows,7,desktop,ctc transmisiones regionales s.a.,1366x768,16,9,1
google / organic,Chrome,Windows,7,desktop,derco s.a.,1366x768,20,16,1
google / organic,Chrome,Windows,7,desktop,direccion nacional del servicio civil,1600x900,17,15,1
google / organic,Chrome,Windows,7,desktop,entel chile s.a.,1366x768,17,10,1
google / organic,Chrome,Windows,7,desktop,entel chile s.a.,1366x768,19,14,1
google / organic,Chrome,Windows,7,desktop,entel chile s.a.,1600x900,16,12,1
google / organic,Chrome,Windows,7,desktop,entel chile s.a.,1600x900,19,12,1
google / organic,Chrome,Windows,7,desktop,entel chile s.a.,1920x1080,20,0,1
google / organic,Chrome,Windows,7,desktop,ifx networks chile s.a,1280x1024,19,16,1
google / organic,Chrome,Windows,7,desktop,ifx networks chile s.a,1366x768,19,15,1
google / organic,Chrome,Windows,7,desktop,imprenta figueroa sociedad ltda.,1366x768,16,10,1
google / organic,Chrome,Windows,7,desktop,imprenta figueroa sociedad ltda.,1366x768,16,15,1
google / organic,Chrome,Windows,7,desktop,ministerio del interior y de seguridad publica - gobierno de chi,1920x1080,17,17,1
google / organic,Chrome,Windows,7,desktop,proveedora de servicios san cristobal ltda,1600x900,17,18,1
google / organic,Chrome,Windows,7,desktop,secico,1920x1080,18,14,1
google / organic,Chrome,Windows,7,desktop,servicio de impuestos internos,1280x1024,16,8,1
google / organic,Chrome,Windows,7,desktop,servicio de impuestos internos,1280x1024,16,17,1
google / organic,Chrome,Windows,7,desktop,telef nica chile s.a.,1366x768,21,20,1
google / organic,Chrome,Windows,7,desktop,telefonica del sur s.a.,1366x768,16,9,1
google / organic,Chrome,Windows,7,desktop,telefonica del sur s.a.,1920x1080,17,1,1
google / organic,Chrome,Windows,7,desktop,telefonica empresas,1440x900,17,16,1
google / organic,Chrome,Windows,7,desktop,telefonica movil de chile s.a.,1366x768,16,21,1
google / organic,Chrome,Windows,7,desktop,telefonica movil de chile s.a.,1366x768,19,10,1
google / organic,Chrome,Windows,7,desktop,telefonica movil de chile s.a.,1366x768,20,22,1
google / organic,Chrome,Windows,7,desktop,telmex chile internet s.a.,1366x768,19,9,1
google / organic,Chrome,Windows,7,desktop,telmex chile internet s.a.,1600x900,18,11,1
google / organic,Chrome,Windows,7,desktop,telmex chile s.a hfc,1366x768,16,11,1
google / organic,Chrome,Windows,7,desktop,telmex servicios empresariales s.a.,1366x768,17,15,1
google / organic,Chrome,Windows,7,desktop,transbank s.a.,1280x1024,17,15,1
google / organic,Chrome,Windows,7,desktop,vtr banda ancha s.a.,1366x768,16,15,1
google / organic,Chrome,Windows,7,desktop,vtr banda ancha s.a.,1366x768,20,12,1
google / organic,Chrome,Windows,7,desktop,vtr banda ancha s.a.,1366x768,21,21,1
google / organic,Chrome,Windows,7,desktop,vtr banda ancha s.a.,1536x864,20,20,1
google / organic,Chrome,Windows,8,desktop,vtr banda ancha s.a.,1366x768,20,23,1
google / organic,Chrome,Windows,8.1,desktop,claro chile s.a.,1366x768,19,13,1
google / organic,Chrome,Windows,8.1,desktop,gtd internet s.a.,1366x768,17,15,1
google / organic,Chrome,Windows,8.1,desktop,inversiones a y e,1440x900,17,9,1
google / organic,Chrome,Windows,8.1,desktop,telecom argentina s.a.,1366x768,19,21,1
google / organic,Chrome,Windows,8.1,desktop,telefonica movil de chile s.a.,1366x768,18,15,1
google / organic,Chrome,Windows,8.1,desktop,telmex chile internet s.a.,1440x900,16,16,1
google / organic,Chrome,Windows,8.1,desktop,telmex chile internet s.a.,1440x900,19,12,1
google / organic,Chrome,Windows,8.1,desktop,telmex servicios empresariales s.a.,1280x720,16,20,1
google / organic,Chrome,Windows,8.1,desktop,vtr banda ancha s.a.,1366x768,17,14,1
google / organic,Chrome,Windows,8.1,desktop,vtr banda ancha s.a.,1366x768,21,0,1
google / organic,Firefox,Linux,x86_64,desktop,entel chile s.a.,1366x768,17,14,1
google / organic,Firefox,Windows,10,desktop,telef nica chile s.a.,1366x768,16,22,1
google / organic,Firefox,Windows,10,desktop,vtr banda ancha s.a.,1366x768,20,22,1
google / organic,Firefox,Windows,7,desktop,ministerio del interior y de seguridad publica - gobierno de chi,1536x864,17,10,1
google / organic,Firefox,Windows,7,desktop,ucb inmobiliaria s.a,1600x900,17,9,1
google / organic,Firefox,Windows,7,desktop,ucb inmobiliaria s.a,1600x900,18,10,1
google / organic,Firefox,Windows,7,desktop,vtr banda ancha s.a.,1920x1080,19,11,1
google / organic,Firefox,Windows,8,desktop,vtr banda ancha s.a.,1366x768,16,22,1
google / organic,Internet Explorer,Windows,10,desktop,entel chile s.a.,1518x853,17,19,1
google / organic,Internet Explorer,Windows,10,desktop,zscaler inc.,1440x900,19,5,1
google / organic,Internet Explorer,Windows,7,desktop,derco s.a.,1301x731,20,16,1
google / organic,Internet Explorer,Windows,7,desktop,marsh inc.,1280x1024,18,18,1
google / organic,Internet Explorer,Windows,7,desktop,vtr banda ancha s.a.,1133x640,17,16,1
google / organic,Opera,Windows,10,desktop,telef nica chile s.a.,1366x768,18,11,1
google / organic,Opera,Windows,10,desktop,vtr banda ancha s.a.,1920x1080,17,14,1
google / organic,Opera,Windows,7,desktop,entel chile s.a.,1536x864,18,8,1
google / organic,Opera,Windows,7,desktop,programa nac. de fiscaliz. de la subs.de transporte,1600x900,18,15,1
google / organic,Safari,iOS,10.3.2002,tablet,vtr banda ancha s.a.,768x1024,16,20,1
google / organic,Safari,iOS,10.3.2003,mobile,telefonica movil de chile s.a.,320x568,17,12,1
google / organic,Safari,iOS,11.4.2001,mobile,entel pcs telecomunicaciones s.a.,375x667,17,21,1
google / organic,Safari,iOS,11.4.2001,mobile,manquehuenet,375x667,19,21,1
google / organic,Safari,iOS,11.4.2001,mobile,telefonica movil de chile s.a.,375x667,19,12,1
google / organic,Safari,iOS,11.4.2001,mobile,vtr banda ancha s.a.,320x568,17,17,1
google / organic,Safari,iOS,11.4.2001,mobile,vtr banda ancha s.a.,320x568,18,21,1
google / organic,Safari,iOS,11.4.2001,mobile,vtr banda ancha s.a.,375x667,20,15,1
google / organic,Safari,iOS,11.4.2001,tablet,vtr banda ancha s.a.,768x1024,20,12,1
google / organic,Safari,iOS,12.0,mobile,entel pcs telecomunicaciones s.a.,375x667,17,15,1
google / organic,Safari,iOS,12.0,mobile,entel pcs telecomunicaciones s.a.,375x667,17,16,1
google / organic,Safari,iOS,12.0,mobile,entel pcs telecomunicaciones s.a.,375x667,17,17,1
google / organic,Safari,iOS,12.0,mobile,telefonica movil de chile s.a.,375x667,16,12,1
google / organic,Safari,iOS,12.0,mobile,telefonica movil de chile s.a.,375x667,16,23,1
google / organic,Safari,iOS,12.0,mobile,telmex servicios empresariales s.a.,375x812,16,21,1
google / organic,Safari,iOS,12.0.1,mobile,claro chile s.a.,375x667,17,17,1
google / organic,Safari,iOS,12.0.1,mobile,claro chile s.a.,375x667,18,13,1
google / organic,Safari,iOS,12.0.1,mobile,entel pcs telecomunicaciones s.a.,375x667,18,18,1
google / organic,Safari,iOS,12.0.1,mobile,entel pcs telecomunicaciones s.a.,375x667,20,22,1
google / organic,Safari,iOS,12.0.1,mobile,servicios de telecomunicaciones intercable ltda.,375x667,19,23,1
google / organic,Safari,iOS,12.0.1,mobile,vtr banda ancha s.a.,375x667,20,22,1
google / organic,Safari,iOS,12.0.1,mobile,vtr banda ancha s.a.,375x667,21,15,1
google / organic,Safari,iOS,12.0.1,mobile,vtr banda ancha s.a.,375x812,17,22,1
google / organic,Safari,iOS,12.0.1,mobile,vtr banda ancha s.a.,414x736,18,18,1
google / organic,Safari,Macintosh,Intel 10.12,desktop,telef nica chile s.a.,1440x900,21,23,1
google / organic,Safari,Macintosh,Intel 10.13,desktop,anglo american chile,1280x800,17,11,1
google / organic,Safari,Macintosh,Intel 10.13,desktop,banda ancha gtd manquehue,1440x900,19,21,1
google / organic,Safari,Macintosh,Intel 10.13,desktop,vtr banda ancha s.a.,1366x768,17,16,1
google / organic,Safari,Macintosh,Intel 10.14,desktop,vtr banda ancha s.a.,1280x800,15,22,1
google / organic,Samsung Internet,Android,5.1.2001,mobile,servicios adsl gtd internet,360x640,17,17,1
google / organic,Samsung Internet,Android,5.1.2001,mobile,telefonica movil de chile s.a.,360x640,20,13,1
google / organic,Samsung Internet,Android,8.0.0,mobile,telefonica movil de chile s.a.,360x740,19,19,1
google / organic,Samsung Internet,Android,8.0.0,mobile,telefonica movil de chile s.a.,360x740,20,17,1
intranet.ssura.cl / referral,Internet Explorer,Windows,7,mobile,c a. de seguros generales suramericana s.a.,1024x768,18,17,1
intranet.ssura.cl / referral,Internet Explorer,Windows,7,mobile,c a. de seguros generales suramericana s.a.,1366x768,16,13,1
pagoautomaticocontarjetas.cl / referral,Chrome,Windows,7,desktop,c a. de seguros generales suramericana s.a.,1366x768,16,10,1
pagoautomaticocontarjetas.cl / referral,Chrome,Windows,7,desktop,c a. de seguros generales suramericana s.a.,1366x768,18,10,1
pagoautomaticocontarjetas.cl / referral,Chrome,Windows,7,desktop,c a. de seguros generales suramericana s.a.,1366x768,19,13,1
pagoautomaticocontarjetas.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,17,9,1
pagoautomaticocontarjetas.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,17,10,1
pagoautomaticocontarjetas.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,17,12,1
pagoautomaticocontarjetas.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,17,15,1
pagoautomaticocontarjetas.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,17,17,1
pagoautomaticocontarjetas.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,18,13,1
pagoautomaticocontarjetas.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,18,15,1
santander.cl / referral,Chrome,Windows,10,desktop,entel chile s.a.,1366x768,19,12,1
Seguros_Sura / email,Chrome,Windows,10,desktop,telef nica chile s.a.,1366x768,19,11,1
Seguros_Sura / email,Chrome,Windows,7,desktop,ctc transmisiones regionales s.a.,1366x768,16,11,1
sura.cl / referral,Chrome,Macintosh,Intel 10.10,desktop,indap,1280x800,18,16,1
sura.cl / referral,Chrome,Windows,10,desktop,cl-teemsr-lacnic,1366x768,16,13,1
sura.cl / referral,Chrome,Windows,10,desktop,cl-teemsr-lacnic,1366x768,18,12,1
sura.cl / referral,Chrome,Windows,10,desktop,entel chile s.a.,1920x1080,16,11,1
sura.cl / referral,Chrome,Windows,10,desktop,entel pcs telecomunicaciones s.a.,1280x800,21,11,1
sura.cl / referral,Chrome,Windows,10,desktop,ministerio del interior y de seguridad publica - gobierno de chi,1920x1080,16,17,1
sura.cl / referral,Chrome,Windows,10,desktop,sonda s.a.,1366x768,17,13,1
sura.cl / referral,Chrome,Windows,10,desktop,telef nica chile s.a.,1366x768,17,13,1
sura.cl / referral,Chrome,Windows,10,desktop,vtr banda ancha s.a.,1440x900,19,17,1
sura.cl / referral,Chrome,Windows,7,desktop,corporacion banco de chile,1280x1024,18,17,1
sura.cl / referral,Chrome,Windows,7,desktop,entel chile s.a.,1600x900,18,9,1
sura.cl / referral,Chrome,Windows,7,desktop,ergotec muebles s a,1600x900,17,14,1
sura.cl / referral,Chrome,Windows,7,desktop,ergotec muebles s a,1600x900,17,15,1
sura.cl / referral,Chrome,Windows,7,desktop,imprenta figueroa sociedad ltda.,1366x768,16,12,1
sura.cl / referral,Chrome,Windows,7,desktop,municipalidad de ovalle,1366x768,18,10,1
sura.cl / referral,Chrome,Windows,7,desktop,telmex chile internet s.a.,1600x900,17,12,1
sura.cl / referral,Chrome,Windows,7,desktop,universidad del desarrollo,1280x720,17,12,1
sura.cl / referral,Chrome,Windows,7,desktop,vtr banda ancha s.a.,1366x768,18,20,1
sura.cl / referral,Chrome,Windows,8.1.2018,desktop,centennial cayman corp chile s.a,1366x768,21,17,1
sura.cl / referral,Chrome,Windows,8.1.2018,desktop,telefonica del sur s.a.,1280x1024,17,14,1
sura.cl / referral,Chrome,Windows,8.1,desktop,vtr banda ancha s.a.,1280x800,16,20,1
sura.cl / referral,Chrome,Windows,XP,desktop,inversiones a y e,1280x1024,16,12,1
sura.cl / referral,Internet Explorer,Windows,7,desktop,marsh inc.,1280x1024,18,18,1
sura.cl / referral,Safari,Macintosh,Intel 10.12,desktop,entel chile s.a.,1440x900,20,13,1
sura.cl / referral,Safari,Macintosh,Intel 10.14,desktop,telef nica chile s.a.,1440x900,21,12,1
sura.cl / referral,Safari,Macintosh,Intel 10.14,desktop,vtr banda ancha s.a.,1680x1050,18,19,1
sura.cl / referral,Samsung Internet,Android,7.0,tablet,telefonica movil de chile s.a.,1280x800,19,17,1
tacometro / banner,Chrome,Windows,10,desktop,cl-teemsr-lacnic,1280x720,19,9,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,10,desktop,telefonica movil de chile s.a.,1536x864,20,10,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,c a. de seguros generales suramericana s.a.,1366x768,16,10,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,c a. de seguros generales suramericana s.a.,1366x768,16,11,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,c a. de seguros generales suramericana s.a.,1366x768,16,14,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,c a. de seguros generales suramericana s.a.,1366x768,17,9,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,c a. de seguros generales suramericana s.a.,1366x768,17,11,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,c a. de seguros generales suramericana s.a.,1366x768,18,17,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,c a. de seguros generales suramericana s.a.,1366x768,19,10,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,17,10,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,18,12,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,18,16,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,19,9,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,cl-teemsr-lacnic,1366x768,19,12,1
web.sura.seguroxkm.cl / referral,Chrome,Windows,7,desktop,telef nica chile s.a.,1280x1024,19,11,1
www-publimetro-cl.cdn.ampproject.org / referral,Chrome,Android,8.0.0,mobile,telef nica chile s.a.,360x740,16,23,1
www-publimetro-cl.cdn.ampproject.org / referral,Safari,iOS,12.1.2018,mobile,vtr banda ancha s.a.,375x812,19,22,1
